system:index,NDVI_count,NDVI_mean
LT05_033037_19950112,3566,0.133649967
LT05_033037_19950128,1200,0.101696201
LT05_033037_19950213,390,0.066548469
LT05_033037_19950317,3566,0.177259028
LT05_033037_19950402,3566,0.18013491
LT05_033037_19950418,3566,0.162435349
LT05_033037_19950504,3566,0.153997897
LT05_033037_19950520,3566,0.143525412
LT05_033037_19950605,3566,0.138480736
LT05_033037_19950621,3566,0.137545433
LT05_033037_19950707,3566,0.150842545
LT05_033037_19950723,3566,0.142255249
LT05_033037_19950808,3566,0.140900059
LT05_033037_19950824,3566,0.146717489
LT05_033037_19950909,3566,0.126775792
LT05_033037_19950925,3566,0.19169139
LT05_033037_19951011,3566,0.191047861
LT05_033037_19951214,3566,0.171683261
LT05_033037_19951230,0,
LT05_033037_19960303,3566,0.123892147
LT05_033037_19960319,3562,0.130107259
LT05_033037_19960506,3566,0.130571529
LT05_033037_19960522,3566,0.122854473
LT05_033037_19960607,3566,0.123599381
LT05_033037_19960623,3566,0.125720416
LT05_033037_19960709,3566,0.170068329
LT05_033037_19960725,521,0.17654372
LT05_033037_19960810,3566,0.164447972
LT05_033037_19960927,3566,0.22739437
LT05_033037_19961013,1201,0.169631923
LT05_033037_19961114,0,
LT05_033037_19961130,3478,0.168236597
LT05_033037_19961216,3566,0.131894632
LT05_033037_19970101,3060,0.109408768
LT05_033037_19970117,3566,0.149689412
LT05_033037_19970218,0,
LT05_033037_19970306,3566,0.122839257
LT05_033037_19970322,3566,0.113483489
LT05_033037_19970407,3566,0.123490849
LT05_033037_19970423,0,
LT05_033037_19970509,3566,0.112203076
LT05_033037_19970525,3411,0.135338538
LT05_033037_19970610,3566,0.133650655
LT05_033037_19970626,3210,0.149805525
LT05_033037_19970712,3566,0.121300041
LT05_033037_19970728,0,
LT05_033037_19970813,47,0.13013673
LT05_033037_19970829,0,
LT05_033037_19970914,3566,0.175220323
LT05_033037_19970930,3455,0.164599584
LT05_033037_19971016,3566,0.143026863
LT05_033037_19971117,3566,0.12204903
LT05_033037_19971203,912,0.093853972
LT05_033037_19971219,3566,0.112555022
LT05_033037_19980104,187,-0.095201533
LT05_033037_19980309,3566,0.097000147
LT05_033037_19980325,3566,0.114193736
LT05_033037_19980410,3566,0.116793948
LT05_033037_19980426,1421,0.092253917
LT05_033037_19980512,3566,0.134719287
LT05_033037_19980528,3566,0.116839319
LT05_033037_19980613,3566,0.115357199
LT05_033037_19980629,3566,0.113794716
LT05_033037_19980715,3566,0.113296004
LT05_033037_19980731,3566,0.135726746
LT05_033037_19980816,3566,0.137102556
LT05_033037_19980901,3566,0.138217746
LT05_033037_19980917,3566,0.125844018
LT05_033037_19981003,3566,0.119081252
LT05_033037_19981104,3566,0.121555126
LT05_033037_19981120,0,
LT05_033037_19981206,3566,0.11837539
LT05_033037_19981222,3566,0.110564248
LT05_033037_19990107,3158,0.106390726
LT05_033037_19990123,3566,0.111533443
LT05_033037_19990208,3566,0.111452308
LT05_033037_19990224,3566,0.106255362
LT05_033037_19990312,3566,0.10735681
LT05_033037_19990328,3566,0.122710533
LT05_033037_19990429,3566,0.119016209
LT05_033037_19990515,3566,0.112222001
LT05_033037_19990531,3495,0.097525909
LT05_033037_19990616,3566,0.114591909
LT05_033037_19990702,0,
LT05_033037_19990718,3566,0.190146066
LT05_033037_19990819,2469,0.225329233
LT05_033037_19990920,3566,0.185405716
LT05_033037_19991006,3566,0.157369965
LT05_033037_19991022,3566,0.142490463
LT05_033037_19991107,1970,0.114469386
LT05_033037_19991123,3566,0.137552559
LT05_033037_20000110,3566,0.1221209
LT05_033037_20000227,3566,0.11085718
LT05_033037_20000330,3566,0.104955305
LT05_033037_20000415,3566,0.100670004
LT05_033037_20000501,3566,0.098746686
LT05_033037_20000517,3566,0.099702028
