system:index,NDVI_count,NDVI_mean,.geo
LT05_033037_20040105,3563,0.09847920509485082,"{""type"":""Polygon"",""coordinates"":[[[-106.76200000000001,32.66399886595148],[-106.7649856783348,32.66364067574721],[-106.7677336295731,32.662594625292556],[-106.77002507064472,32.66094400229134],[-106.77167759204343,32.658820225395516],[-106.77255968098753,32.65639237420836],[-106.7726011811135,32.65385372213345],[-106.77179885884081,32.65140634668095],[-106.77021663897318,32.64924504385029],[-106.76798049758334,32.647541827079216],[-106.76526842453829,32.64643224317091],[-106.76229625769273,32.646004591894],[-106.75930051566208,32.64629290452912],[-106.75651959148588,32.64727423802333],[-106.75417479776031,32.64887049918843],[-106.75245276543292,32.650954654382105],[-106.75149059255033,32.653360832418336],[-106.7513649236891,32.65589751931205],[-106.75208583170067,32.658362797239654],[-106.75359599419089,32.66056041642852],[-106.75577523706404,32.66231542089564],[-106.75845008949845,32.66348808290014],[-106.76140759318093,32.66398503444436],[-106.76200000000001,32.66399886595148]]]}"
LT05_033037_20040121,1499,0.06561236729573608,"{""type"":""Polygon"",""coordinates"":[[[-106.76200000000001,32.66399886595148],[-106.7649856783348,32.66364067574721],[-106.7677336295731,32.662594625292556],[-106.77002507064472,32.66094400229134],[-106.77167759204343,32.658820225395516],[-106.77255968098753,32.65639237420836],[-106.7726011811135,32.65385372213345],[-106.77179885884081,32.65140634668095],[-106.77021663897318,32.64924504385029],[-106.76798049758334,32.647541827079216],[-106.76526842453829,32.64643224317091],[-106.76229625769273,32.646004591894],[-106.75930051566208,32.64629290452912],[-106.75651959148588,32.64727423802333],[-106.75417479776031,32.64887049918843],[-106.75245276543292,32.650954654382105],[-106.75149059255033,32.653360832418336],[-106.7513649236891,32.65589751931205],[-106.75208583170067,32.658362797239654],[-106.75359599419089,32.66056041642852],[-106.75577523706404,32.66231542089564],[-106.75845008949845,32.66348808290014],[-106.76140759318093,32.66398503444436],[-106.76200000000001,32.66399886595148]]]}"
LT05_033037_20040206,3563,0.0863145135105636,"{""type"":""Polygon"",""coordinates"":[[[-106.76200000000001,32.66399886595148],[-106.7649856783348,32.66364067574721],[-106.7677336295731,32.662594625292556],[-106.77002507064472,32.66094400229134],[-106.77167759204343,32.658820225395516],[-106.77255968098753,32.65639237420836],[-106.7726011811135,32.65385372213345],[-106.77179885884081,32.65140634668095],[-106.77021663897318,32.64924504385029],[-106.76798049758334,32.647541827079216],[-106.76526842453829,32.64643224317091],[-106.76229625769273,32.646004591894],[-106.75930051566208,32.64629290452912],[-106.75651959148588,32.64727423802333],[-106.75417479776031,32.64887049918843],[-106.75245276543292,32.650954654382105],[-106.75149059255033,32.653360832418336],[-106.7513649236891,32.65589751931205],[-106.75208583170067,32.658362797239654],[-106.75359599419089,32.66056041642852],[-106.75577523706404,32.66231542089564],[-106.75845008949845,32.66348808290014],[-106.76140759318093,32.66398503444436],[-106.76200000000001,32.66399886595148]]]}"
LT05_033037_20040222,1078,0.06615143673382189,"{""type"":""Polygon"",""coordinates"":[[[-106.76200000000001,32.66399886595148],[-106.7649856783348,32.66364067574721],[-106.7677336295731,32.662594625292556],[-106.77002507064472,32.66094400229134],[-106.77167759204343,32.658820225395516],[-106.77255968098753,32.65639237420836],[-106.7726011811135,32.65385372213345],[-106.77179885884081,32.65140634668095],[-106.77021663897318,32.64924504385029],[-106.76798049758334,32.647541827079216],[-106.76526842453829,32.64643224317091],[-106.76229625769273,32.646004591894],[-106.75930051566208,32.64629290452912],[-106.75651959148588,32.64727423802333],[-106.75417479776031,32.64887049918843],[-106.75245276543292,32.650954654382105],[-106.75149059255033,32.653360832418336],[-106.7513649236891,32.65589751931205],[-106.75208583170067,32.658362797239654],[-106.75359599419089,32.66056041642852],[-106.75577523706404,32.66231542089564],[-106.75845008949845,32.66348808290014],[-106.76140759318093,32.66398503444436],[-106.76200000000001,32.66399886595148]]]}"
LT05_033037_20040309,3563,0.08325348109794535,"{""type"":""Polygon"",""coordinates"":[[[-106.76200000000001,32.66399886595148],[-106.7649856783348,32.66364067574721],[-106.7677336295731,32.662594625292556],[-106.77002507064472,32.66094400229134],[-106.77167759204343,32.658820225395516],[-106.77255968098753,32.65639237420836],[-106.7726011811135,32.65385372213345],[-106.77179885884081,32.65140634668095],[-106.77021663897318,32.64924504385029],[-106.76798049758334,32.647541827079216],[-106.76526842453829,32.64643224317091],[-106.76229625769273,32.646004591894],[-106.75930051566208,32.64629290452912],[-106.75651959148588,32.64727423802333],[-106.75417479776031,32.64887049918843],[-106.75245276543292,32.650954654382105],[-106.75149059255033,32.653360832418336],[-106.7513649236891,32.65589751931205],[-106.75208583170067,32.658362797239654],[-106.75359599419089,32.66056041642852],[-106.75577523706404,32.66231542089564],[-106.75845008949845,32.66348808290014],[-106.76140759318093,32.66398503444436],[-106.76200000000001,32.66399886595148]]]}"
LT05_033037_20040325,89,0.055472434523637856,"{""type"":""Polygon"",""coordinates"":[[[-106.76200000000001,32.66399886595148],[-106.7649856783348,32.66364067574721],[-106.7677336295731,32.662594625292556],[-106.77002507064472,32.66094400229134],[-106.77167759204343,32.658820225395516],[-106.77255968098753,32.65639237420836],[-106.7726011811135,32.65385372213345],[-106.77179885884081,32.65140634668095],[-106.77021663897318,32.64924504385029],[-106.76798049758334,32.647541827079216],[-106.76526842453829,32.64643224317091],[-106.76229625769273,32.646004591894],[-106.75930051566208,32.64629290452912],[-106.75651959148588,32.64727423802333],[-106.75417479776031,32.64887049918843],[-106.75245276543292,32.650954654382105],[-106.75149059255033,32.653360832418336],[-106.7513649236891,32.65589751931205],[-106.75208583170067,32.658362797239654],[-106.75359599419089,32.66056041642852],[-106.75577523706404,32.66231542089564],[-106.75845008949845,32.66348808290014],[-106.76140759318093,32.66398503444436],[-106.76200000000001,32.66399886595148]]]}"
LT05_033037_20040410,602,0.06739334953967169,"{""type"":""Polygon"",""coordinates"":[[[-106.76200000000001,32.66399886595148],[-106.7649856783348,32.66364067574721],[-106.7677336295731,32.662594625292556],[-106.77002507064472,32.66094400229134],[-106.77167759204343,32.658820225395516],[-106.77255968098753,32.65639237420836],[-106.7726011811135,32.65385372213345],[-106.77179885884081,32.65140634668095],[-106.77021663897318,32.64924504385029],[-106.76798049758334,32.647541827079216],[-106.76526842453829,32.64643224317091],[-106.76229625769273,32.646004591894],[-106.75930051566208,32.64629290452912],[-106.75651959148588,32.64727423802333],[-106.75417479776031,32.64887049918843],[-106.75245276543292,32.650954654382105],[-106.75149059255033,32.653360832418336],[-106.7513649236891,32.65589751931205],[-106.75208583170067,32.658362797239654],[-106.75359599419089,32.66056041642852],[-106.75577523706404,32.66231542089564],[-106.75845008949845,32.66348808290014],[-106.76140759318093,32.66398503444436],[-106.76200000000001,32.66399886595148]]]}"
LT05_033037_20040426,3563,0.11382634140635448,"{""type"":""Polygon"",""coordinates"":[[[-106.76200000000001,32.66399886595148],[-106.7649856783348,32.66364067574721],[-106.7677336295731,32.662594625292556],[-106.77002507064472,32.66094400229134],[-106.77167759204343,32.658820225395516],[-106.77255968098753,32.65639237420836],[-106.7726011811135,32.65385372213345],[-106.77179885884081,32.65140634668095],[-106.77021663897318,32.64924504385029],[-106.76798049758334,32.647541827079216],[-106.76526842453829,32.64643224317091],[-106.76229625769273,32.646004591894],[-106.75930051566208,32.64629290452912],[-106.75651959148588,32.64727423802333],[-106.75417479776031,32.64887049918843],[-106.75245276543292,32.650954654382105],[-106.75149059255033,32.653360832418336],[-106.7513649236891,32.65589751931205],[-106.75208583170067,32.658362797239654],[-106.75359599419089,32.66056041642852],[-106.75577523706404,32.66231542089564],[-106.75845008949845,32.66348808290014],[-106.76140759318093,32.66398503444436],[-106.76200000000001,32.66399886595148]]]}"
LT05_033037_20040512,3563,0.12793935117354713,"{""type"":""Polygon"",""coordinates"":[[[-106.76200000000001,32.66399886595148],[-106.7649856783348,32.66364067574721],[-106.7677336295731,32.662594625292556],[-106.77002507064472,32.66094400229134],[-106.77167759204343,32.658820225395516],[-106.77255968098753,32.65639237420836],[-106.7726011811135,32.65385372213345],[-106.77179885884081,32.65140634668095],[-106.77021663897318,32.64924504385029],[-106.76798049758334,32.647541827079216],[-106.76526842453829,32.64643224317091],[-106.76229625769273,32.646004591894],[-106.75930051566208,32.64629290452912],[-106.75651959148588,32.64727423802333],[-106.75417479776031,32.64887049918843],[-106.75245276543292,32.650954654382105],[-106.75149059255033,32.653360832418336],[-106.7513649236891,32.65589751931205],[-106.75208583170067,32.658362797239654],[-106.75359599419089,32.66056041642852],[-106.75577523706404,32.66231542089564],[-106.75845008949845,32.66348808290014],[-106.76140759318093,32.66398503444436],[-106.76200000000001,32.66399886595148]]]}"
LT05_033037_20040528,3563,0.13041706346258686,"{""type"":""Polygon"",""coordinates"":[[[-106.76200000000001,32.66399886595148],[-106.7649856783348,32.66364067574721],[-106.7677336295731,32.662594625292556],[-106.77002507064472,32.66094400229134],[-106.77167759204343,32.658820225395516],[-106.77255968098753,32.65639237420836],[-106.7726011811135,32.65385372213345],[-106.77179885884081,32.65140634668095],[-106.77021663897318,32.64924504385029],[-106.76798049758334,32.647541827079216],[-106.76526842453829,32.64643224317091],[-106.76229625769273,32.646004591894],[-106.75930051566208,32.64629290452912],[-106.75651959148588,32.64727423802333],[-106.75417479776031,32.64887049918843],[-106.75245276543292,32.650954654382105],[-106.75149059255033,32.653360832418336],[-106.7513649236891,32.65589751931205],[-106.75208583170067,32.658362797239654],[-106.75359599419089,32.66056041642852],[-106.75577523706404,32.66231542089564],[-106.75845008949845,32.66348808290014],[-106.76140759318093,32.66398503444436],[-106.76200000000001,32.66399886595148]]]}"
