system:index,NDVI_count,NDVI_mean
LE07_033036_20040113,2646,0.184317165
LE07_033036_20040129,2655,0.167315959
LE07_033036_20040214,849,0.079139431
LE07_033036_20040301,2796,0.138795912
LE07_033036_20040317,2773,0.140760665
LE07_033036_20040418,2640,0.159984981
LE07_033036_20040504,2681,0.187879264
LE07_033036_20040520,2755,0.171241718
LE07_033036_20040605,2833,0.166986072
LE07_033036_20040621,2747,0.160729232
LE07_033036_20040707,2814,0.193423961
LE07_033036_20040723,2749,0.188867952
LE07_033036_20040808,2719,0.247340746
LE07_033036_20040824,0,
LE07_033036_20040909,2788,0.200437811
LE07_033036_20040925,728,0.115499578
LE07_033036_20041011,2675,-0.551163402
LE07_033036_20041027,0,
LE07_033036_20041112,2678,0.155729034
LE07_033036_20041128,0,
LE07_033036_20041214,2710,0.187285674
LE07_033036_20041230,2821,0.181731494
LE07_033036_20050115,2628,0.174528392
LE07_033036_20050216,1,0.048186438
LE07_033036_20050304,2815,0.125952817
LE07_033036_20050320,0,
LE07_033036_20050405,2204,0.149861325
LE07_033036_20050421,2748,0.167179757
LE07_033036_20050507,743,0.144105145
LE07_033036_20050523,2753,0.167297427
LE07_033036_20050608,2663,0.158858252
LE07_033036_20050624,2710,0.151740014
LE07_033036_20050710,2645,0.151058018
LE07_033036_20050726,2424,0.15199073
LE07_033036_20050811,2661,0.144462136
LE07_033036_20050827,2652,0.192107092
LE07_033036_20050912,2640,0.244610693
LE07_033036_20050928,1518,0.130575291
LE07_033036_20051014,2811,0.247375335
LE07_033036_20051030,2652,0.229815079
LE07_033036_20051115,2644,0.215261587
LE07_033036_20051201,2657,0.196114991
LE07_033036_20051217,2777,0.193788233
LE07_033036_20060102,2644,0.176270418
LE07_033036_20060118,0,
LE07_033036_20060203,2752,0.173359554
LE07_033036_20060219,2660,0.162926463
LE07_033036_20060307,0,
LE07_033036_20060323,2776,0.142858786
LE07_033036_20060408,2661,0.131552445
LE07_033036_20060424,2682,0.123383989
LE07_033036_20060510,2695,0.120386341
LE07_033036_20060526,2687,0.121146432
LE07_033036_20060611,2842,0.12096835
LE07_033036_20060627,1805,0.11764117
LE07_033036_20060713,2736,0.173805965
LE07_033036_20060830,2686,0.345101595
LE07_033036_20060915,318,0.258568215
LE07_033036_20061001,2858,0.225499609
LE07_033036_20061017,2681,0.247621869
LE07_033036_20061102,2767,0.229338091
LE07_033036_20061118,2688,0.217607801
LE07_033036_20061204,2205,0.178943203
LE07_033036_20061220,0,
LE07_033036_20070105,2380,0.094570887
LE07_033036_20070121,0,
LE07_033036_20070206,2677,0.17079293
LE07_033036_20070222,0,
LE07_033036_20070310,0,
LE07_033036_20070326,2818,0.206774984
LE07_033036_20070411,2719,0.218304991
LE07_033036_20070427,2813,0.238374326
LE07_033036_20070513,2696,0.227069215
LE07_033036_20070529,2672,0.224450472
LE07_033036_20070614,2706,0.206520803
LE07_033036_20070630,2696,0.178295959
LE07_033036_20070716,2820,0.18159784
LE07_033036_20070801,2828,0.197871523
LE07_033036_20070817,1480,0.174402478
LE07_033036_20070902,2492,0.217146798
LE07_033036_20070918,2744,0.191429254
LE07_033036_20071004,2792,0.230832626
LE07_033036_20071020,2780,0.218681387
LE07_033036_20071105,2722,0.188272134
LE07_033036_20071121,2771,0.186220844
LE07_033036_20071207,145,0.086230809
LE07_033036_20071223,2525,0.168005616
LE07_033036_20080108,2810,0.198806289
LE07_033036_20080209,2749,0.166496371
LE07_033036_20080225,2781,0.153247926
LE07_033036_20080312,2800,0.139589544
LE07_033036_20080328,1471,0.118481844
LE07_033036_20080413,2724,0.14059145
LE07_033036_20080429,2758,0.135111788
LE07_033036_20080531,2820,0.128495825
LE07_033036_20080616,425,0.098808
LE07_033036_20080702,2774,0.127801289
LE07_033036_20080718,420,0.132107058
LE07_033036_20080803,2687,0.269984126
LE07_033036_20080819,2723,0.321484061
LE07_033036_20080904,2732,0.311997472
LE07_033036_20080920,2872,0.267102514
LE07_033036_20081006,2130,0.227133716
LE07_033036_20081022,2705,0.234206789
LE07_033036_20081107,2770,0.21186084
LE07_033036_20081123,2682,0.194263085
LE07_033036_20081225,433,0.069599191
LE07_033036_20090110,1429,0.099886815
LE07_033036_20090126,0,
LE07_033036_20090211,2210,0.154460247
LE07_033036_20090227,2763,0.158695473
LE07_033036_20090315,2822,0.147508073
LE07_033036_20090331,2718,0.144211719
LE07_033036_20090416,2736,0.134743047
LE07_033036_20090502,0,
LE07_033036_20090518,2749,0.128121224
LE07_033036_20090603,2778,0.15487306
LE07_033036_20090619,2773,0.147697411
LE07_033036_20090705,2836,0.19915886
LE07_033036_20090721,954,0.203452321
LE07_033036_20090806,0,
LE07_033036_20090907,2839,0.201038438
LE07_033036_20090923,2722,0.233629159
LE07_033036_20091009,2646,0.215861432
LE07_033036_20091025,2690,0.197839513
LE07_033036_20091110,2696,0.182998419
LE07_033036_20091126,2749,0.193507256
LE07_033036_20091212,0,
LE07_033036_20091228,0,
LE07_033036_20100113,2703,0.146114838
LE07_033036_20100129,0,
LE07_033036_20100214,2744,0.151583573
LE07_033036_20100302,2888,0.120412948
LE07_033036_20100318,2757,0.146729704
LE07_033036_20100403,2801,0.139900558
LE07_033036_20100419,0,
LE07_033036_20100505,2816,0.193520109
LE07_033036_20100521,2791,0.180945007
LE07_033036_20100606,2659,0.178584474
LE07_033036_20100622,24,0.111668968
LE07_033036_20100708,2728,0.192927638
LE07_033036_20100809,2700,0.285530376
LE07_033036_20100825,2751,0.285446682
LE07_033036_20100910,2706,0.241236636
LE07_033036_20100926,2735,0.246615724
LE07_033036_20101012,2690,0.24072545
LE07_033036_20101028,2636,0.222739994
LE07_033036_20101113,2382,0.151034367
LE07_033036_20101215,0,
LE07_033036_20101231,0,
LE07_033036_20110217,2786,0.156093015
LE07_033036_20110305,2673,0.142888701
LE07_033036_20110321,2768,0.136630003
LE07_033036_20110406,2779,0.130360448
LE07_033036_20110422,2788,0.127695045
LE07_033036_20110508,2728,0.125981733
LE07_033036_20110524,2671,0.12474092
LE07_033036_20110609,2708,0.121551186
LE07_033036_20110625,2794,0.114872842
LE07_033036_20110711,2661,0.127114374
LE07_033036_20110727,2784,0.130122007
LE07_033036_20110812,2670,0.149931617
LE07_033036_20110828,2737,0.144074769
LE07_033036_20110913,2794,0.145117132
LE07_033036_20110929,2810,0.141781759
LE07_033036_20111015,2732,0.158426858
LE07_033036_20111031,2395,0.136485195
LE07_033036_20111116,2726,0.169360199
LE07_033036_20111218,0,
LE07_033036_20120103,2838,0.142316886
LE07_033036_20120119,2777,0.151826283
LE07_033036_20120204,2672,0.142718795
LE07_033036_20120220,2689,0.143465633
LE07_033036_20120307,2767,0.136125971
LE07_033036_20120323,2705,0.135285099
LE07_033036_20120408,2701,0.143779751
LE07_033036_20120424,2862,0.158129191
LE07_033036_20120510,2945,0.14366927
LE07_033036_20120526,2821,0.163265242
LE07_033036_20120611,2762,0.145489437
LE07_033036_20120627,2614,0.145448948
LE07_033036_20120713,2038,0.136142289
LE07_033036_20120729,887,0.133656925
LE07_033036_20120830,2637,0.174339354
LE07_033036_20120915,2673,0.220964763
LE07_033036_20121001,2689,0.226116558
LE07_033036_20121017,2715,0.199603258
LE07_033036_20121102,2698,0.164524641
LE07_033036_20121118,0,
LE07_033036_20121204,0,
LE07_033036_20121220,2803,0.192949814
LE07_033036_20130105,2766,0.190702015
LE07_033036_20130121,2790,0.178907295
LE07_033036_20130206,2717,0.171445611
LE07_033036_20130222,1631,0.03562013
LE07_033036_20130310,0,
