system:index,NDVI_count,NDVI_mean
LE07_033037_20040113,3024,0.087176656
LE07_033037_20040129,3097,0.084962565
LE07_033037_20040214,3003,0.070750208
LE07_033037_20040301,2980,0.071741898
LE07_033037_20040317,3042,0.083390495
LE07_033037_20040402,2541,0.090395574
LE07_033037_20040418,3088,0.092711545
LE07_033037_20040504,3110,0.122375229
LE07_033037_20040520,3052,0.128225454
LE07_033037_20040605,3026,0.134632425
LE07_033037_20040621,3028,0.121687231
LE07_033037_20040707,3028,0.137085161
LE07_033037_20040723,0,
LE07_033037_20040808,3030,0.167793912
LE07_033037_20040909,3032,0.152617219
LE07_033037_20040925,0,
LE07_033037_20041011,0,
LE07_033037_20041027,3139,0.133149157
LE07_033037_20041112,1626,0.122537894
LE07_033037_20041128,2615,0.105868821
LE07_033037_20041214,3099,0.09505812
LE07_033037_20041230,3025,0.093628043
LE07_033037_20050115,3045,0.095404519
LE07_033037_20050131,3078,0.091340417
LE07_033037_20050304,3091,0.088104434
LE07_033037_20050320,0,
LE07_033037_20050405,3113,0.115043202
LE07_033037_20050421,2977,0.125915206
LE07_033037_20050507,0,
LE07_033037_20050523,3136,0.149327122
LE07_033037_20050608,2996,0.174519475
LE07_033037_20050624,2984,0.163308669
LE07_033037_20050710,3000,0.15655818
LE07_033037_20050726,3041,0.156213195
LE07_033037_20050811,3026,0.150452053
LE07_033037_20050827,3026,0.149661752
LE07_033037_20050912,540,0.124528306
LE07_033037_20050928,3042,0.137732565
LE07_033037_20051014,3120,0.133804467
LE07_033037_20051030,3013,0.126145564
LE07_033037_20051115,3008,0.108739252
LE07_033037_20051201,3025,0.103703813
LE07_033037_20051217,3079,0.102825213
LE07_033037_20060102,0,
LE07_033037_20060118,3123,0.099530375
LE07_033037_20060203,3063,0.101458053
LE07_033037_20060219,1689,0.077994298
LE07_033037_20060307,0,
LE07_033037_20060323,3126,0.099604915
LE07_033037_20060408,3042,0.102924572
LE07_033037_20060424,3097,0.099396297
LE07_033037_20060510,3081,0.101790365
LE07_033037_20060526,3047,0.102856577
LE07_033037_20060611,3106,0.117553002
LE07_033037_20060627,681,0.076427071
LE07_033037_20060713,3010,0.102498659
LE07_033037_20060814,617,0.109705663
LE07_033037_20060830,3042,0.21867284
LE07_033037_20060915,3053,0.291894811
LE07_033037_20061001,3068,0.259219817
LE07_033037_20061017,2998,0.220898983
LE07_033037_20061102,3032,0.177776161
LE07_033037_20061118,3155,0.151350487
LE07_033037_20061204,3159,0.144240452
LE07_033037_20070105,3006,0.131073988
LE07_033037_20070121,3019,0.126874497
LE07_033037_20070206,3073,0.116307651
LE07_033037_20070222,0,
LE07_033037_20070310,0,
LE07_033037_20070326,3045,0.14438426
LE07_033037_20070411,3111,0.15598097
LE07_033037_20070427,3077,0.158872771
LE07_033037_20070513,3141,0.173957695
LE07_033037_20070529,3111,0.208035266
LE07_033037_20070614,3058,0.186860159
LE07_033037_20070630,3133,0.175482197
LE07_033037_20070716,3070,0.20730244
LE07_033037_20070801,1484,0.169952991
LE07_033037_20070817,3029,0.175580459
LE07_033037_20070902,3134,0.180023541
LE07_033037_20070918,415,0.142245917
LE07_033037_20071004,3011,0.160412211
LE07_033037_20071020,3054,0.143854282
LE07_033037_20071105,3155,0.13219901
LE07_033037_20071121,3158,0.12798133
LE07_033037_20071207,3162,0.081682861
LE07_033037_20071223,3142,0.112285244
LE07_033037_20080108,3108,0.10302006
LE07_033037_20080209,3101,0.106147169
LE07_033037_20080225,14,0.062790208
LE07_033037_20080312,3039,0.099593473
LE07_033037_20080328,3069,0.102637253
LE07_033037_20080413,3116,0.101941437
LE07_033037_20080429,3171,0.102798578
LE07_033037_20080531,3093,0.109943076
LE07_033037_20080616,3111,0.1148374
LE07_033037_20080702,3065,0.119332856
LE07_033037_20080718,3118,0.147459784
LE07_033037_20080803,3127,0.249012266
LE07_033037_20080819,3062,0.264403759
LE07_033037_20080904,3161,0.292658142
LE07_033037_20080920,3099,0.302020796
LE07_033037_20081006,3182,0.245610635
LE07_033037_20081022,3068,0.181847558
LE07_033037_20081107,3066,0.150394858
LE07_033037_20081123,3078,0.132526142
LE07_033037_20081209,0,
LE07_033037_20081225,3025,0.124000431
LE07_033037_20090110,827,0.095178269
