system:index,NDVI_count,NDVI_mean
LE07_033036_20040113,2650,0.108674474
LE07_033036_20040129,2713,0.095749314
LE07_033036_20040214,2487,0.088817626
LE07_033036_20040301,2526,0.082006122
LE07_033036_20040317,2584,0.100293706
LE07_033036_20040418,2597,0.170900451
LE07_033036_20040504,2692,0.181588789
LE07_033036_20040520,2561,0.156281384
LE07_033036_20040605,2540,0.142749125
LE07_033036_20040621,2529,0.134853276
LE07_033036_20040707,2556,0.166359708
LE07_033036_20040723,2583,0.20821683
LE07_033036_20040808,2574,0.293122681
LE07_033036_20040824,0,
LE07_033036_20040909,2540,0.253156909
LE07_033036_20040925,2586,0.212744501
LE07_033036_20041011,2488,-0.551565343
LE07_033036_20041027,471,0.149591404
LE07_033036_20041112,2547,0.113006776
LE07_033036_20041128,0,
LE07_033036_20041214,2575,0.118409939
LE07_033036_20041230,2520,0.109840743
LE07_033036_20050115,2687,0.108226171
LE07_033036_20050216,0,
LE07_033036_20050304,2323,0.083425656
LE07_033036_20050320,0,
LE07_033036_20050405,2537,0.126215117
LE07_033036_20050421,2476,0.153274002
LE07_033036_20050507,16,0.128792669
LE07_033036_20050523,2577,0.144748644
LE07_033036_20050608,2542,0.133721689
LE07_033036_20050624,2494,0.124357428
LE07_033036_20050710,2619,0.118925621
LE07_033036_20050726,2207,0.109295209
LE07_033036_20050811,2718,0.122107188
LE07_033036_20050827,2712,0.127371181
LE07_033036_20050912,2702,0.1891873
LE07_033036_20050928,1355,0.125310031
LE07_033036_20051014,2506,0.222490783
LE07_033036_20051030,2613,0.204055734
LE07_033036_20051115,2664,0.173870601
LE07_033036_20051201,2549,0.142066631
LE07_033036_20051217,2485,0.129087863
LE07_033036_20060102,2675,0.112966158
LE07_033036_20060118,0,
LE07_033036_20060203,2582,0.111511407
LE07_033036_20060219,2245,0.094106655
LE07_033036_20060307,0,
LE07_033036_20060323,2122,-0.019304354
LE07_033036_20060408,2536,0.108323583
LE07_033036_20060424,2524,0.105056438
LE07_033036_20060510,2572,0.100534061
LE07_033036_20060526,2753,0.09635145
LE07_033036_20060611,2552,0.099815317
LE07_033036_20060627,3,-0.022847453
LE07_033036_20060713,2595,0.100061092
LE07_033036_20060830,2741,0.394940181
LE07_033036_20060915,2720,0.380672926
LE07_033036_20061001,2587,0.246251038
LE07_033036_20061017,2641,0.229170647
LE07_033036_20061102,2602,0.190110371
LE07_033036_20061118,2635,0.163437004
LE07_033036_20061204,2625,0.143108423
LE07_033036_20061220,0,
LE07_033036_20070105,423,8.56E-04
LE07_033036_20070121,0,
LE07_033036_20070206,2545,0.093504248
LE07_033036_20070222,0,
LE07_033036_20070310,0,
LE07_033036_20070326,2540,0.128083206
LE07_033036_20070411,2750,0.150432808
LE07_033036_20070427,2584,0.171250877
LE07_033036_20070513,2685,0.180490489
LE07_033036_20070529,2621,0.163984734
LE07_033036_20070614,2701,0.146409454
LE07_033036_20070630,2714,0.15396067
LE07_033036_20070716,2575,0.176968367
LE07_033036_20070801,2572,0.193087109
LE07_033036_20070817,109,0.152462196
LE07_033036_20070902,1822,0.188581537
LE07_033036_20070918,2684,0.169795474
LE07_033036_20071004,2520,0.134722879
LE07_033036_20071020,2559,0.130869378
LE07_033036_20071105,2643,0.108601444
LE07_033036_20071121,2622,0.111231643
LE07_033036_20071207,0,
LE07_033036_20071223,2634,0.099958211
LE07_033036_20080108,2613,0.099115776
LE07_033036_20080209,2599,0.086961624
LE07_033036_20080225,2611,0.084003678
LE07_033036_20080312,2542,0.08289993
LE07_033036_20080328,2700,0.080804869
LE07_033036_20080413,2752,0.088209513
LE07_033036_20080429,2652,0.084584193
LE07_033036_20080531,2667,0.087119605
LE07_033036_20080616,306,0.059048427
