"","recordID","year","month","day","period","plot","treatment","note1","stake","species","scientificname","sex","reprod","age","testes","vagina","pregnant","nipples","lactation","hfl","wgt","tag","note2","ltag","note3","prevrt","prevlet","nestdir","neststk","note4","note5"
"1",263,1977,10,16,4,1,"control",NA,34,"DM","Dipodomys merriami","M","Z",NA,NA,NA,NA,NA,NA,37,40,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"2",285,1977,10,16,4,1,"control",NA,75,"DM","Dipodomys merriami","M","Z",NA,NA,NA,NA,NA,NA,36,53,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"3",270,1977,10,16,4,1,"control",NA,56,"DM","Dipodomys merriami","F","Z",NA,NA,NA,NA,NA,NA,36,38,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"4",276,1977,10,16,4,1,"control",NA,64,"DS","Dipodomys spectabilis","F","Z",NA,NA,NA,NA,NA,NA,50,NA,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"5",268,1977,10,16,4,2,"control",NA,47,"DM","Dipodomys merriami","F","Z",NA,NA,NA,NA,NA,NA,36,55,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"6",259,1977,10,16,4,2,"control",NA,31,"DM","Dipodomys merriami","M","Z",NA,NA,NA,NA,NA,NA,36,41,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"7",245,1977,10,16,4,2,"control",NA,13,"DM","Dipodomys merriami","M","Z",NA,NA,NA,NA,NA,NA,37,39,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"8",257,1977,10,16,4,2,"control",NA,27,"DM","Dipodomys merriami","M","Z",NA,NA,NA,NA,NA,NA,37,47,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"9",251,1977,10,16,4,2,"control",NA,16,"DM","Dipodomys merriami","M",NA,NA,"R",NA,NA,NA,NA,36,49,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"10",247,1977,10,16,4,2,"control",NA,14,"DS","Dipodomys spectabilis","M",NA,NA,"R",NA,NA,NA,NA,54,NA,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"11",266,1977,10,16,4,2,"control",NA,45,"NA","Neotoma albigula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"12",274,1977,10,16,4,2,"control",NA,62,"OL","Onychomys leucogaster","F","Z",NA,NA,NA,NA,NA,NA,20,21,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"13",279,1977,10,16,4,2,"control",NA,66,"PE","Peromyscus eremicus","F","Z",NA,NA,NA,NA,NA,NA,19,NA,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"14",293,1977,10,17,4,4,"control",NA,23,"DM","Dipodomys merriami","F","Z",NA,NA,NA,NA,NA,NA,36,42,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"15",322,1977,10,17,4,4,"control",NA,75,"DS","Dipodomys spectabilis","F","Z",NA,NA,NA,NA,NA,NA,47,NA,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"16",308,1977,10,17,4,4,"control",NA,51,"DS","Dipodomys spectabilis","F","Z",NA,NA,NA,NA,NA,NA,48,NA,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"17",330,1977,10,18,4,5,"control",NA,21,"DM","Dipodomys merriami","M","Z",NA,NA,NA,NA,NA,NA,37,43,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"18",334,1977,10,18,4,5,"control",NA,24,"DM","Dipodomys merriami","F","Z",NA,NA,NA,NA,NA,NA,37,45,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"19",341,1977,10,18,4,5,"control",NA,56,"DS","Dipodomys spectabilis","M",NA,NA,"R",NA,NA,NA,NA,50,NA,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"20",335,1977,10,18,4,5,"control",NA,25,"DS","Dipodomys spectabilis","M",NA,NA,"R",NA,NA,NA,NA,52,NA,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"21",329,1977,10,18,4,5,"control",NA,17,"DS","Dipodomys spectabilis","F","Z",NA,NA,NA,NA,NA,NA,47,NA,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"22",256,1977,10,16,4,6,"control",NA,26,"DM","Dipodomys merriami","M",NA,NA,"R",NA,NA,NA,NA,36,41,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"23",283,1977,10,16,4,6,"control",NA,74,"DM","Dipodomys merriami","M","Z",NA,NA,NA,NA,NA,NA,34,36,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"24",269,1977,10,16,4,6,"control",NA,51,"DM","Dipodomys merriami","M","Z",NA,NA,NA,NA,NA,NA,37,46,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"25",261,1977,10,16,4,6,"control",NA,32,"DM","Dipodomys merriami","M","Z",NA,NA,NA,NA,NA,NA,36,45,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"26",243,1977,10,16,4,6,"control",NA,12,"DM","Dipodomys merriami","F","Z",NA,NA,NA,NA,NA,NA,38,44,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"27",252,1977,10,16,4,6,"control",NA,17,"DS","Dipodomys spectabilis","F","Z",NA,NA,NA,NA,NA,NA,53,NA,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"28",277,1977,10,16,4,6,"control",NA,64,"OL","Onychomys leucogaster",NA,NA,NA,NA,NA,NA,NA,NA,20,21,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"29",337,1977,10,18,4,8,"control",NA,36,"DO","Dipodomys ordii","F",NA,NA,NA,"S",NA,NA,NA,35,41,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"30",327,1977,10,18,4,8,"control",NA,11,"DS","Dipodomys spectabilis","F","Z",NA,NA,NA,NA,NA,NA,50,NA,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"31",339,1977,10,18,4,8,"control",NA,52,"DS","Dipodomys spectabilis","F","Z",NA,NA,NA,NA,NA,NA,49,NA,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"32",265,1977,10,16,4,9,"control",NA,35,"DM","Dipodomys merriami","M",NA,NA,"R",NA,NA,NA,NA,38,49,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"33",273,1977,10,16,4,9,"control",NA,61,"DM","Dipodomys merriami","M","Z",NA,NA,NA,NA,NA,NA,37,44,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"34",264,1977,10,16,4,9,"control",NA,34,"DS","Dipodomys spectabilis","F","Z",NA,NA,NA,NA,NA,NA,49,NA,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"35",271,1977,10,16,4,9,"control",NA,56,"DS","Dipodomys spectabilis","F","Z",NA,NA,NA,NA,NA,NA,50,NA,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"36",278,1977,10,16,4,9,"control",NA,65,"DS","Dipodomys spectabilis","M",NA,NA,"S",NA,NA,NA,NA,50,NA,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"37",312,1977,10,17,4,11,"control",NA,53,"DM","Dipodomys merriami","F","Z",NA,NA,NA,NA,NA,NA,36,42,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"38",295,1977,10,17,4,11,"control",NA,24,"DM","Dipodomys merriami","M","Z",NA,NA,NA,NA,NA,NA,36,41,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"39",291,1977,10,17,4,11,"control",NA,16,"DS","Dipodomys spectabilis","F","Z",NA,NA,NA,NA,NA,NA,47,NA,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"40",310,1977,10,17,4,11,"control",1,52,"DS","Dipodomys spectabilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0",NA,"0","0",NA,NA,NA,"E"
"41",297,1977,10,17,4,11,"control",NA,26,"NA","Neotoma albigula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"42",338,1977,10,18,4,12,"control",NA,51,"DM","Dipodomys merriami","M","Z",NA,NA,NA,NA,NA,NA,37,41,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"43",340,1977,10,18,4,12,"control",NA,54,"DM","Dipodomys merriami","F","Z",NA,NA,NA,NA,NA,NA,36,39,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"44",336,1977,10,18,4,12,"control",NA,27,"DM","Dipodomys merriami","M","Z",NA,NA,NA,NA,NA,NA,36,40,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"45",331,1977,10,18,4,12,"control",NA,21,"DS","Dipodomys spectabilis","F","Z",NA,NA,NA,NA,NA,NA,50,NA,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"46",332,1977,10,18,4,12,"control",NA,22,"PF","Perognathus flavus","M",NA,NA,"S",NA,NA,NA,NA,16,8,"0",NA,"0",NA,"0","0",NA,0,NA,"R"
"47",284,1977,10,16,4,13,"control",NA,74,"DM","Dipodomys merriami","M",NA,NA,"R",NA,NA,NA,NA,37,44,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"48",246,1977,10,16,4,13,"control",NA,13,"DM","Dipodomys merriami","M",NA,NA,"S",NA,NA,NA,NA,37,47,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"49",249,1977,10,16,4,13,"control",NA,15,"DM","Dipodomys merriami","M","Z",NA,NA,NA,NA,NA,NA,36,42,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"50",289,1977,10,17,4,14,"control",NA,15,"DM","Dipodomys merriami","M",NA,NA,"S",NA,NA,NA,NA,38,47,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"51",305,1977,10,17,4,14,"control",NA,42,"DM","Dipodomys merriami","F","Z",NA,NA,NA,NA,NA,NA,35,40,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"52",319,1977,10,17,4,14,"control",NA,72,"DM","Dipodomys merriami","M",NA,NA,"R",NA,NA,NA,NA,36,45,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"53",300,1977,10,17,4,14,"control",1,33,"DS","Dipodomys spectabilis","F","Z",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0",NA,"0","0",NA,NA,NA,"E"
"54",314,1977,10,17,4,14,"control",NA,55,"NA","Neotoma albigula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"55",287,1977,10,17,4,17,"control",NA,11,"DM","Dipodomys merriami","M","Z",NA,NA,NA,NA,NA,NA,38,41,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"56",288,1977,10,17,4,17,"control",NA,14,"DM","Dipodomys merriami","M",NA,"J",NA,NA,NA,NA,NA,37,48,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"57",290,1977,10,17,4,17,"control",NA,15,"DM","Dipodomys merriami","F","Z",NA,NA,NA,NA,NA,NA,33,NA,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"58",318,1977,10,17,4,17,"control",NA,66,"DM","Dipodomys merriami","M",NA,"J",NA,NA,NA,NA,NA,33,29,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"59",320,1977,10,17,4,17,"control",NA,72,"DM","Dipodomys merriami","F","Z",NA,NA,NA,NA,NA,NA,35,39,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"60",317,1977,10,17,4,17,"control",NA,65,"DO","Dipodomys ordii","F",NA,NA,NA,"S",NA,NA,NA,32,48,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"61",323,1977,10,17,4,17,"control",NA,76,"DO","Dipodomys ordii","F",NA,NA,NA,"S",NA,NA,NA,33,31,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"62",301,1977,10,17,4,17,"control",NA,33,"DS","Dipodomys spectabilis","F","Z",NA,NA,NA,NA,NA,NA,48,NA,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"63",309,1977,10,17,4,17,"control",NA,51,"DS","Dipodomys spectabilis","M","Z",NA,NA,NA,NA,NA,NA,49,NA,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"64",321,1977,10,17,4,17,"control",NA,74,"OL","Onychomys leucogaster","F",NA,NA,NA,NA,NA,NA,"L",NA,23,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"65",299,1977,10,17,4,17,"control",NA,32,"OT","Onychomys torridus","M","Z",NA,NA,NA,NA,NA,NA,19,NA,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"66",296,1977,10,17,4,17,"control",NA,25,"OT","Onychomys torridus",NA,NA,NA,NA,NA,NA,NA,NA,18,21,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"67",255,1977,10,16,4,18,"control",NA,25,"DM","Dipodomys merriami","M",NA,NA,"R",NA,NA,NA,NA,35,50,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"68",258,1977,10,16,4,18,"control",NA,27,"DM","Dipodomys merriami","F","Z",NA,NA,NA,NA,NA,NA,36,37,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"69",280,1977,10,16,4,18,"control",NA,67,"DM","Dipodomys merriami","M",NA,NA,"R",NA,NA,NA,NA,37,46,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"70",250,1977,10,16,4,18,"control",NA,15,"DS","Dipodomys spectabilis","F","Z",NA,NA,NA,NA,NA,NA,51,NA,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"71",272,1977,10,16,4,18,"control",NA,56,"NA","Neotoma albigula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"72",253,1977,10,16,4,20,"control",NA,21,"DM","Dipodomys merriami","M","Z",NA,NA,NA,NA,NA,NA,38,39,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"73",254,1977,10,16,4,20,"control",NA,23,"DM","Dipodomys merriami","F","Z",NA,NA,NA,NA,NA,NA,36,43,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"74",275,1977,10,16,4,20,"control",NA,62,"DM","Dipodomys merriami","M","Z",NA,NA,NA,NA,NA,NA,37,41,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"75",286,1977,10,16,4,20,"control",NA,75,"DS","Dipodomys spectabilis","M",NA,NA,"S",NA,NA,NA,NA,50,NA,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"76",281,1977,10,16,4,20,"control",NA,72,"NA","Neotoma albigula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"77",262,1977,10,16,4,20,"control",NA,33,"PE","Peromyscus eremicus","M","Z",NA,NA,NA,NA,NA,NA,19,20,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"78",260,1977,10,16,4,22,"control",NA,31,"DM","Dipodomys merriami","F","Z",NA,NA,NA,NA,NA,NA,36,36,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"79",244,1977,10,16,4,22,"control",NA,12,"DM","Dipodomys merriami","F",NA,NA,NA,NA,NA,"R",NA,36,42,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"80",267,1977,10,16,4,22,"control",NA,46,"DS","Dipodomys spectabilis","F","Z",NA,NA,NA,NA,NA,NA,46,NA,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"81",282,1977,10,16,4,22,"control",NA,72,"NA","Neotoma albigula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"82",248,1977,10,16,4,22,"control",NA,14,"OT","Onychomys torridus","M","Z",NA,NA,NA,NA,NA,NA,NA,21,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"83",1304,1978,10,6,16,1,"control",NA,23,"DM","Dipodomys merriami","F","Z",NA,NA,NA,NA,NA,NA,37,NA,"1593",NA,"0",NA,"0","0",NA,0,"TE",NA
"84",1309,1978,10,6,16,1,"control",NA,76,"DM","Dipodomys merriami","F","Z",NA,NA,NA,NA,NA,NA,36,51,"1592",NA,"0",NA,"0","0",NA,0,NA,NA
"85",1306,1978,10,6,16,1,"control",NA,37,"DM","Dipodomys merriami","F","Z",NA,NA,NA,NA,NA,NA,34,38,"1575",NA,"0",NA,"0","0",NA,0,NA,NA
"86",1308,1978,10,6,16,1,"control",NA,74,"DS","Dipodomys spectabilis","F","Z",NA,NA,NA,NA,NA,NA,49,NA,"1495",NA,"0",NA,"0","0","N",75,NA,NA
"87",1307,1978,10,6,16,1,"control",NA,43,"DS","Dipodomys spectabilis","M",NA,NA,"S",NA,NA,NA,NA,50,125,"4432",NA,"0",NA,"0","0",NA,42,NA,NA
"88",1305,1978,10,6,16,1,"control",NA,36,"DS","Dipodomys spectabilis","F","Z",NA,NA,NA,NA,NA,NA,47,120,"1536",NA,"0",NA,"0","0",NA,36,NA,NA
"89",1382,1978,10,8,16,2,"control",NA,62,"DM","Dipodomys merriami","F","Z",NA,NA,NA,NA,NA,NA,38,42,"4823",NA,"0",NA,"0","0",NA,0,NA,NA
"90",1370,1978,10,8,16,2,"control",NA,44,"DM","Dipodomys merriami","F","Z",NA,NA,NA,NA,NA,NA,36,39,"4664",NA,"0",NA,"0","0",NA,0,NA,NA
"91",1365,1978,10,8,16,2,"control",NA,35,"DS","Dipodomys spectabilis","M",NA,NA,"S",NA,NA,NA,NA,53,149,"4633",NA,"0",NA,"0","0",NA,14,NA,NA
"92",1374,1978,10,8,16,2,"control",1,47,"NA","Neotoma albigula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"93",1351,1978,10,8,16,2,"control",NA,11,"PF","Perognathus flavus","M","Z",NA,NA,NA,NA,NA,NA,15,6,"14",NA,"0",NA,"0","0",NA,0,NA,NA
"94",1353,1978,10,8,16,4,"control",NA,13,"DM","Dipodomys merriami","F","Z",NA,NA,NA,NA,NA,NA,35,36,"1508",NA,"0",NA,"0","0",NA,0,NA,NA
"95",1371,1978,10,8,16,4,"control",NA,44,"DS","Dipodomys spectabilis","M","Z",NA,NA,NA,NA,NA,NA,53,115,"1401",NA,"0",NA,"0","0",NA,37,NA,NA
"96",1387,1978,10,8,16,4,"control",NA,71,"DS","Dipodomys spectabilis","F","Z",NA,NA,NA,NA,NA,NA,51,120,"4886",NA,"0",NA,"0","0",NA,71,NA,NA
"97",1383,1978,10,8,16,5,"control",NA,62,"DM","Dipodomys merriami","F","Z",NA,NA,NA,NA,NA,NA,36,46,"4865",NA,"0",NA,"0","0",NA,0,NA,NA
"98",1358,1978,10,8,16,5,"control",NA,17,"DS","Dipodomys spectabilis","M","Z",NA,NA,NA,NA,NA,NA,52,131,"4848",NA,"0",NA,"0","0",NA,35,NA,NA
"99",1381,1978,10,8,16,5,"control",NA,61,"OT","Onychomys torridus","F","Z",NA,NA,NA,NA,NA,NA,20,25,"1545",NA,"0",NA,"0","0",NA,0,NA,NA
"100",1354,1978,10,8,16,5,"control",NA,13,"OT","Onychomys torridus","F","Z",NA,NA,NA,NA,NA,NA,21,20,"1560",NA,"0",NA,"0","0",NA,0,NA,NA
"101",1355,1978,10,8,16,5,"control",NA,16,"OT","Onychomys torridus","M","Z",NA,NA,NA,NA,NA,NA,20,19,"1562",NA,"0",NA,"0","0",NA,0,NA,NA
"102",1390,1978,10,8,16,5,"control",NA,75,"OT","Onychomys torridus","M","Z",NA,NA,NA,NA,NA,NA,20,25,"1541",NA,"0",NA,"0","0",NA,0,NA,NA
"103",1392,1978,10,8,16,6,"control",1,NA,"DM","Dipodomys merriami","M","Z",NA,NA,NA,NA,NA,NA,36,45,"1585",NA,"0",NA,"0","0",NA,0,NA,NA
"104",1369,1978,10,8,16,6,"control",NA,43,"DM","Dipodomys merriami","M","Z",NA,NA,NA,NA,NA,NA,37,38,"4472",NA,"0",NA,"0","0",NA,0,NA,NA
"105",1367,1978,10,8,16,6,"control",NA,37,"DS","Dipodomys spectabilis","F","Z",NA,NA,NA,NA,NA,NA,52,110,"4470",NA,"0",NA,"0","0","SE",37,NA,NA
"106",1376,1978,10,8,16,6,"control",NA,52,"DS","Dipodomys spectabilis","F","Z",NA,NA,NA,NA,NA,NA,48,102,"4480",NA,"0",NA,"0","0","W",52,NA,NA
"107",1348,1978,10,7,16,8,"control",1,NA,"DM","Dipodomys merriami","F","Z",NA,NA,NA,NA,NA,NA,36,35,"1482",NA,"0",NA,"0","0",NA,0,NA,NA
"108",1321,1978,10,7,16,8,"control",NA,27,"DO","Dipodomys ordii","M","Z",NA,NA,NA,NA,NA,NA,36,50,"4668",NA,"1438",NA,"0","0","E",25,NA,NA
"109",1314,1978,10,7,16,8,"control",NA,15,"DS","Dipodomys spectabilis","F","Z",NA,NA,NA,NA,NA,NA,50,118,"4444",NA,"0",NA,"0","0","E",25,NA,NA
"110",1338,1978,10,7,16,8,"control",NA,63,"DS","Dipodomys spectabilis","F","Z",NA,NA,NA,NA,NA,NA,NA,129,"4847",NA,"0",NA,"0","0","W",51,NA,NA
"111",1324,1978,10,7,16,9,"control",NA,32,"DM","Dipodomys merriami","F","Z",NA,NA,NA,NA,NA,NA,37,41,"1573",NA,"0",NA,"0","0",NA,0,NA,NA
"112",1341,1978,10,7,16,9,"control",NA,71,"DM","Dipodomys merriami","M","Z",NA,NA,NA,NA,NA,NA,37,37,"4497",NA,"0",NA,"0","0",NA,0,NA,NA
"113",1331,1978,10,7,16,9,"control",NA,46,"DS","Dipodomys spectabilis","M",NA,NA,"S",NA,NA,NA,NA,50,132,"4447",NA,"0",NA,"0","0",NA,46,NA,NA
"114",1342,1978,10,7,16,9,"control",NA,72,"DS","Dipodomys spectabilis","F","Z",NA,NA,NA,NA,NA,NA,50,99,"4496",NA,"0",NA,"0","0","NE",71,NA,NA
"115",1335,1978,10,7,16,9,"control",NA,55,"DS","Dipodomys spectabilis","F","Z",NA,NA,NA,NA,NA,NA,50,98,"4490",NA,"0",NA,"0","0","S",54,NA,NA
"116",1325,1978,10,7,16,9,"control",NA,33,"DS","Dipodomys spectabilis","F","Z",NA,NA,NA,NA,NA,NA,50,129,"4526",NA,"4525",NA,"0","0",NA,22,NA,NA
"117",1311,1978,10,7,16,9,"control",NA,13,"OT","Onychomys torridus","M",NA,"J",NA,NA,NA,NA,NA,20,18,"1600",NA,"0",NA,"0","0",NA,0,NA,NA
"118",1346,1978,10,7,16,11,"control",NA,77,"DM","Dipodomys merriami","F","Z",NA,NA,NA,NA,NA,NA,35,41,"1599",NA,"0",NA,"0","0",NA,0,NA,NA
"119",1344,1978,10,7,16,11,"control",NA,75,"DM","Dipodomys merriami","M","Z",NA,NA,NA,NA,NA,NA,38,38,"1423",NA,"0",NA,"0","0",NA,0,NA,NA
"120",1317,1978,10,7,16,11,"control",NA,17,"DM","Dipodomys merriami","M","Z",NA,NA,NA,NA,NA,NA,37,45,"4389",NA,"1578",NA,"0","0",NA,0,NA,NA
"121",1312,1978,10,7,16,11,"control",NA,13,"DM","Dipodomys merriami","F","Z",NA,NA,NA,NA,NA,NA,34,45,"4882",NA,"0",NA,"0","0",NA,0,NA,NA
"122",1327,1978,10,7,16,11,"control",NA,35,"DO","Dipodomys ordii","M","Z",NA,NA,NA,NA,NA,NA,34,45,"1577",NA,"0",NA,"0","0",NA,0,NA,NA
"123",1315,1978,10,7,16,11,"control",NA,15,"DS","Dipodomys spectabilis","M","Z",NA,NA,NA,NA,NA,NA,50,108,"4388",NA,"0",NA,"0","0",NA,0,NA,NA
"124",1340,1978,10,7,16,11,"control",NA,66,"DS","Dipodomys spectabilis","F","Z",NA,NA,NA,NA,NA,NA,49,118,"1582",NA,"1589",NA,"0","0",NA,75,NA,NA
"125",1343,1978,10,7,16,11,"control",NA,73,"PF","Perognathus flavus","F","Z",NA,NA,NA,NA,NA,NA,15,6,"4",NA,"0",NA,"0","0",NA,0,NA,NA
"126",1318,1978,10,7,16,11,"control",NA,23,"PP","Chaetodipus penicillatus","F",NA,NA,NA,NA,"P",NA,NA,21,15,"7110",NA,"0",NA,"0","0",NA,0,NA,NA
"127",1329,1978,10,7,16,12,"control",NA,41,"DM","Dipodomys merriami","M","Z",NA,NA,NA,NA,NA,NA,36,40,"1555",NA,"0",NA,"0","0",NA,0,NA,NA
"128",1322,1978,10,7,16,12,"control",NA,27,"DM","Dipodomys merriami","F","Z",NA,NA,NA,NA,NA,NA,37,41,"1477",NA,"0",NA,"0","0",NA,0,NA,NA
"129",1334,1978,10,7,16,12,"control",NA,54,"DS","Dipodomys spectabilis","F","Z",NA,NA,NA,NA,NA,NA,51,120,"4535",NA,"0",NA,"0","0",NA,0,NA,NA
"130",1319,1978,10,7,16,12,"control",1,24,"NA","Neotoma albigula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"131",1337,1978,10,7,16,12,"control",1,62,"NA","Neotoma albigula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"132",1359,1978,10,8,16,13,"control",NA,17,"DM","Dipodomys merriami","F","Z",NA,NA,NA,NA,NA,NA,37,37,"1516",NA,"0",NA,"0","0",NA,0,NA,NA
"133",1389,1978,10,8,16,13,"control",NA,73,"DM","Dipodomys merriami","F","Z",NA,NA,NA,NA,NA,NA,37,37,"1475",NA,"0",NA,"0","0",NA,0,NA,NA
"134",1384,1978,10,8,16,13,"control",NA,64,"DS","Dipodomys spectabilis","F","Z",NA,NA,NA,NA,NA,NA,48,106,"1483",NA,"0",NA,"0","0","NW",61,NA,NA
"135",1385,1978,10,8,16,13,"control",NA,66,"OL","Onychomys leucogaster","F",NA,NA,NA,NA,"P",NA,NA,20,24,"1597",NA,"0",NA,"0","0",NA,0,NA,NA
"136",1391,1978,10,8,16,13,"control",NA,76,"OL","Onychomys leucogaster","M","Z",NA,NA,NA,NA,NA,NA,20,34,"4524",NA,"0",NA,"0","0",NA,0,NA,NA
"137",1372,1978,10,8,16,13,"control",NA,44,"PF","Perognathus flavus","F","Z",NA,NA,NA,NA,NA,NA,15,7,"103",NA,"0",NA,"0","0",NA,0,NA,NA
"138",1375,1978,10,8,16,13,"control",NA,51,"PP","Chaetodipus penicillatus","M","Z",NA,NA,NA,NA,NA,NA,23,20,"6100",NA,"0",NA,"0","0",NA,0,NA,NA
"139",1356,1978,10,8,16,14,"control",NA,16,"DM","Dipodomys merriami","F","Z",NA,NA,NA,NA,NA,NA,36,37,"1476",NA,"0",NA,"0","0",NA,0,NA,NA
"140",1379,1978,10,8,16,14,"control",NA,56,"DM","Dipodomys merriami","M","Z",NA,NA,NA,NA,NA,NA,38,45,"4380",NA,"0",NA,"0","0",NA,0,NA,NA
"141",1364,1978,10,8,16,14,"control",NA,34,"DS","Dipodomys spectabilis","F","Z",NA,NA,NA,NA,NA,NA,50,121,"4540",NA,"0",NA,"0","0","SE",33,NA,NA
"142",1377,1978,10,8,16,14,"control",1,55,"NA","Neotoma albigula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0",NA,"0","0",NA,0,NA,NA
"143",1328,1978,10,7,16,17,"control",NA,37,"DM","Dipodomys merriami","F","Z",NA,NA,NA,NA,NA,NA,35,41,"4881",NA,"1501",NA,"4881","0",NA,0,NA,NA
"144",1339,1978,10,7,16,17,"control",NA,63,"DM","Dipodomys merriami","M","Z",NA,NA,NA,NA,NA,NA,38,48,"1450",NA,"0",NA,"0","0",NA,0,NA,NA
"145",1332,1978,10,7,16,17,"control",NA,52,"DM","Dipodomys merriami","F","Z",NA,NA,NA,NA,NA,NA,37,42,"4879",NA,"4648",NA,"4879","0",NA,0,NA,NA
"146",1330,1978,10,7,16,17,"control",NA,41,"DS","Dipodomys spectabilis","M",NA,NA,"S",NA,NA,NA,NA,52,134,"4645",NA,"0",NA,"0","0","SE",51,NA,NA
